# ell mean_D_TT_uK2 mean_D_TE_uK2 mean_D_EE_uK2 mean_C_TT_uK2 mean_C_TE_uK2 mean_C_EE_uK2 draw_D_TT_uK2 draw_D_TE_uK2 draw_D_EE_uK2 draw_C_TT_uK2 draw_C_TE_uK2 draw_C_EE_uK2 TT_D_68_lower_uK2 TT_D_68_upper_uK2 TT_D_95_lower_uK2 TT_D_95_upper_uK2 EE_D_68_lower_uK2 EE_D_68_upper_uK2 EE_D_95_lower_uK2 EE_D_95_upper_uK2 sigma_D_TT_uK2 sigma_D_TE_uK2 sigma_D_EE_uK2 cov_D_TT_TT_uK4 cov_D_TT_TE_uK4 cov_D_TT_EE_uK4 cov_D_TE_TE_uK4 cov_D_TE_EE_uK4 cov_D_EE_EE_uK4
38 1.19155055293000e+03 1.85594505345000e+00 4.83570700331900e-02 5.05177660386740e+00 7.86858751064080e-03 2.05017835310927e-04 1.05655033072747e+03 6.70306322806373e-01 4.06170514047175e-02 4.47942072491400e+00 2.84187505989648e-03 1.72202739950795e-04 1.00129996799995e+03 1.38158533212091e+03 8.45279130509835e+02 1.59633902954889e+03 4.06360708387409e-02 5.60693111156014e-02 3.43042282269490e-02 6.47847278143515e-02 1.92035759669627e+02 8.90530453168280e-01 7.79344750114561e-03 3.68777329918906e+04 5.74403208998973e+01 8.94683647123513e-02 7.93044488020101e-01 2.33111856954375e-03 6.07378239531128e-05
39 1.20981153010400e+03 1.81145741621400e+00 5.27990817124800e-02 4.87273719897814e+00 7.29597603983160e-03 2.12657957979762e-04 9.31941701015341e+02 1.31933090633825e+00 5.09058009367345e-02 3.75356564292791e+00 5.31384651667464e-03 2.05032423394807e-04 1.01908627563441e+03 1.40032290992895e+03 8.62318479688622e+02 1.61521707701164e+03 4.44753733952781e-02 6.11134560263621e-02 3.76336501499098e-02 7.04919537551438e-02 1.92494875050805e+02 9.22011531034035e-01 8.40093881083061e-03 3.70542769208249e+04 5.54815713526101e+01 8.30728600191570e-02 8.50105263359725e-01 2.42134906676863e-03 7.05757729033200e-05
40 1.22826058122800e+03 1.75581224586500e+00 5.74803689903500e-02 4.70572490082904e+00 6.72688640572254e-03 2.20219396275261e-04 1.10035580074152e+03 -5.45028312233443e-02 5.49866045933645e-02 4.21569475602985e+00 -2.08811822159881e-04 2.10665259800440e-04 1.03701346669968e+03 1.41929563045057e+03 8.79471219682065e+02 1.63439646175654e+03 4.85303506640785e-02 6.64204630446789e-02 4.11576590475424e-02 7.64867920814998e-02 1.93002530233433e+02 9.53769312818504e-01 9.03216859959587e-03 3.72499766765073e+04 5.32492585094663e+01 7.61204109315925e-02 9.09675902074280e-01 2.49196878444680e-03 8.15800696115257e-05
41 1.24681031345100e+03 1.68779485518300e+00 6.23976596051100e-02 4.54932650540958e+00 6.15837853404130e-03 2.27674830449025e-04 1.09636514770757e+03 1.75166760645721e+00 5.96201159758877e-02 4.00038640382114e+00 6.39143563760417e-03 2.17540207149849e-04 1.05501015154945e+03 1.43840012062139e+03 8.96678232652771e+02 1.65375474990418e+03 5.27988609062024e-02 7.19859309264607e-02 4.48750082773342e-02 8.27635325450895e-02 1.93542496048214e+02 9.85721538699384e-01 9.68599526107019e-03 3.74586977765730e+04 5.07074706610048e+01 6.86422041730652e-02 9.71646951855882e-01 2.53769756281843e-03 9.38185041974741e-05
42 1.26546395862300e+03 1.60839892151100e+00 6.75639012904400e-02 4.40262710497528e+00 5.59571897658993e-03 2.35058976679859e-04 1.48113980063030e+03 1.55389651683169e+00 5.19946168604608e-02 5.15297665182679e+00 5.40610175162482e-03 1.80892476583654e-04 1.07308094334786e+03 1.45763823697888e+03 9.13944490577481e+02 1.67329133527260e+03 5.72924534428456e-02 7.78242045451661e-02 4.87960600738962e-02 8.93380564781355e-02 1.94113310182408e+02 1.01799473636529e+00 1.03638293599414e-02 3.76799771899716e+04 4.78910792061241e+01 6.08693433110058e-02 1.03631328326743e+00 2.55693425808516e-03 1.07408959001984e-04
43 1.28423440580100e+03 1.51877096881100e+00 7.29959291886000e-02 4.26484289085801e+00 5.04372063224322e-03 2.42413821227132e-04 1.15420555083192e+03 2.52116061282837e+00 5.56496907574761e-02 3.83302714505931e+00 8.37257892154497e-03 1.84808308306798e-04 1.09123852567997e+03 1.47702307798054e+03 9.31281791021497e+02 1.69301871292036e+03 6.20260365152920e-02 8.39540441551622e-02 5.29340900422595e-02 9.62312437083696e-02 1.94715118106891e+02 1.05072798520188e+00 1.10676142214204e-02 3.79139772193804e+04 4.48381133949150e+01 5.30267874874277e-02 1.10402929888640e+00 2.54859995616159e-03 1.22492084554186e-04
44 1.30317168657900e+03 1.41845303656900e+00 7.87084236155200e-02 4.13538848174021e+00 4.50121377691647e-03 2.49767480208233e-04 1.44059993175922e+03 2.07479545703128e+00 9.48230756863109e-02 4.57149309330984e+00 6.58400218738480e-03 3.00904523198892e-04 1.10952714967076e+03 1.49661045342518e+03 9.48728923210535e+02 1.71299838314757e+03 6.70127611032263e-02 9.03916581128570e-02 5.73009364409822e-02 1.03460966641640e-01 1.95353695058629e+02 1.08401354819658e+00 1.17988915381485e-02 3.81630661730597e+04 4.15390524943534e+01 4.52136857741981e-02 1.17508537267375e+00 2.50885848271896e-03 1.39213841528992e-04
45 1.32234068993400e+03 1.30668264118000e+00 8.47132415129200e-02 4.01377371694639e+00 3.96624597691246e-03 2.57134779902191e-04 1.49597409390290e+03 2.54720591713254e+00 9.56404146293200e-02 4.54081277619903e+00 7.73167477917299e-03 2.90302631870293e-04 1.12800393414879e+03 1.51647301807344e+03 9.66335903250096e+02 1.73331093183740e+03 7.22634268373301e-02 9.71499599201581e-02 6.19064718931979e-02 1.11041268489632e-01 1.96036826561349e+02 1.11792186399342e+00 1.25587264767198e-02 3.84304373682446e+04 3.79753763794009e+01 3.75257038409042e-02 1.24974929399452e+00 2.43282026731915e-03 1.57721610717062e-04
46 1.34170811493500e+03 1.18311210415200e+00 9.10175790457700e-02 3.89926027487660e+00 3.43834994891497e-03 2.64514484438223e-04 1.42547990017349e+03 2.90346580779286e+00 9.60346024305432e-02 4.14271709734038e+00 8.43802668983459e-03 2.79094913493257e-04 1.14664235798302e+03 1.53657070206189e+03 9.84081233483030e+02 1.75390801423256e+03 7.77848850232255e-02 1.04236490617862e-01 6.67572107964330e-02 1.18980022217541e-01 1.96757624255956e+02 1.15245776942402e+00 1.33474653832901e-02 3.87135627028480e+04 3.41374432477110e+01 3.01022419567951e-02 1.32815891030579e+00 2.31578493461639e-03 1.78154832158129e-04
47 1.36125645847800e+03 1.04719576203000e+00 9.76217278596400e-02 3.79123518582105e+00 2.91654478090764e-03 2.71886261590946e-04 1.47291396679719e+03 1.44905824882410e+00 1.15900201425451e-01 4.10221249774809e+00 4.03577194071762e-03 3.22793635946608e-04 1.16542908017047e+03 1.55688184784078e+03 1.00195449401046e+03 1.77476270498999e+03 8.35780794981998e-02 1.11650890699508e-01 7.18545931098062e-02 1.27276091674662e-01 1.97511846186931e+02 1.18758856290574e+00 1.41644490113743e-02 3.90109293841698e+04 3.00105683021922e+01 2.30867150318651e-02 1.41036659474453e+00 2.15219073045602e-03 2.00631615795823e-04
48 1.38095916750000e+03 8.98319913229900e-01 1.04517381818300e-01 3.68912514925636e+00 2.39979187072829e-03 2.79210067085723e-04 1.68080175063587e+03 1.10139642824767e-01 1.22997577727137e-01 4.49013131967560e+00 2.94229500652459e-04 3.28578474997375e-04 1.18434277566995e+03 1.57737468269835e+03 1.01993823360967e+03 1.79583684984050e+03 8.96365432096971e-02 1.19383017153621e-01 7.71936464901049e-02 1.35917245155007e-01 1.98294180204917e+02 1.22323390574357e+00 1.50078213987627e-02 3.93205819031401e+04 2.55782086499512e+01 1.66387353918634e-02 1.49630118816067e+00 1.93587722404189e-03 2.25234703137161e-04
49 1.40080454580700e+03 7.35945177986700e-01 1.11695491393500e-01 3.59245491446731e+00 1.88737956294518e-03 2.86450396082385e-04 1.43518032743037e+03 1.85083934448468e+00 1.12756071026819e-01 3.68061385569946e+00 4.74659860212901e-03 2.89170321947349e-04 1.20337462654864e+03 1.59803463778990e+03 1.03802560219457e+03 1.81711217650370e+03 9.59530868493760e-02 1.27421962375876e-01 8.27687060719534e-02 1.44890476033376e-01 1.99101688426832e+02 1.25932949690275e+00 1.58757058525241e-02 3.96414823344153e+04 2.08265727432022e+01 1.09417233333712e-02 1.58591078176933e+00 1.66064158169498e-03 2.52038036315867e-04
50 1.42084775238600e+03 5.59671124457800e-01 1.19158149037900e-01 3.50096067511014e+00 1.37902642590036e-03 2.93604992653196e-04 1.57404773458236e+03 1.43389044929805e+00 1.11557074167891e-01 3.87844454852046e+00 3.53309780515085e-03 2.74875987970053e-04 1.22257318826639e+03 1.61892347146172e+03 1.05625921440765e+03 1.83865729936643e+03 1.02530026832608e-01 1.35769595278202e-01 8.85822514633846e-02 1.54197379796402e-01 1.99940998002869e+02 1.29591444836856e+00 1.67678762195345e-02 3.99764026823831e+04 1.57466823616081e+01 6.20260925845264e-03 1.67939425749038e+00 1.32058168832379e-03 2.81161672913631e-04
51 1.44114760656400e+03 3.69408209850700e-01 1.26908849853100e-01 3.41440326811461e+00 8.75211250560117e-04 3.00675648849192e-04 1.58324512033654e+03 8.17851569883891e-01 1.42468708596335e-01 3.75106428271581e+00 1.93767457290657e-03 3.37540458742587e-04 1.24199039279302e+03 1.64010688604037e+03 1.07468481619676e+03 1.86054508597198e+03 1.09370873295735e-01 1.44429396125350e-01 9.46377826649528e-02 1.63841396873635e-01 2.00819023192097e+02 1.33304107993966e+00 1.76843170996865e-02 4.03282800758281e+04 1.03373156790569e+01 2.64975583505046e-03 1.77699852080670e+00 9.10314000746504e-04 3.12735071282266e-04
52 1.46165128726300e+03 1.66108284355400e-01 1.34952244090900e-01 3.33230257342199e+00 3.78697072446538e-04 3.07666893048932e-04 1.38735492301632e+03 -2.00284119601290e+00 1.59386719024134e-01 3.16292019888947e+00 -4.56611842358572e-03 3.63373109989841e-04 1.26158203958479e+03 1.66152345092999e+03 1.09326505963797e+03 1.88270412009471e+03 1.16480126847182e-01 1.53406164840132e-01 1.00939652617545e-01 1.73827470464402e-01 2.01727042621723e+02 1.37071657747960e+00 1.86251791606186e-02 4.06937997249064e+04 4.62461690767845e+00 5.25561183457037e-04 1.87886393577739e+00 4.26984490206678e-04 3.46897298765140e-04
53 1.48228734840800e+03 -4.92263524048500e-02 1.43289927689600e-01 3.25418801136804e+00 -1.08070682793920e-04 3.14576229324291e-04 1.40712178361028e+03 1.67088464268490e+00 1.05580177508836e-01 3.08917083025591e+00 3.66823124979378e-03 2.31788895895504e-04 1.28128747010554e+03 1.68309094521132e+03 1.11194803057597e+03 1.90503987627031e+03 1.23859647819431e-01 1.62701233396731e-01 1.07489922967331e-01 1.84156618762047e-01 2.02654154235683e+02 1.40891444326236e+00 1.95901956105984e-02 4.10687062289798e+04 -1.36388036220529e+00 4.52940891791866e-05 1.98503990843329e+00 -1.31843747224556e-04 3.83775764061510e-04
54 1.50303634182600e+03 -2.76452529330600e-01 1.51924238985000e-01 3.17974944751450e+00 -5.84849316640626e-04 3.21403416227270e-04 1.57534050215096e+03 -6.81121918575435e-01 1.72929321469053e-01 3.33271255788547e+00 -1.44094788928995e-03 3.65840731257538e-04 1.30109061205584e+03 1.70478654987536e+03 1.13072021959593e+03 1.92752548504919e+03 1.31511923954527e-01 1.72316791027838e-01 1.14291187835397e-01 1.94830846261861e-01 2.03596932478545e+02 1.44763039025371e+00 2.05792156621481e-02 4.14517109146731e+04 -7.62418712612128e+00 1.40231194446397e-03 2.09563374678612e+00 -7.70639268514308e-04 4.23504117269200e-04
55 1.52389367536000e+03 -5.15796676641200e-01 1.60859001579800e-01 3.10873582815774e+00 -1.05222275979352e-03 3.28151595861616e-04 1.72492539528638e+03 3.10466767848056e-01 1.44793319772654e-01 3.51883957780661e+00 6.33350725360533e-04 2.95377681614706e-04 1.32098812695553e+03 1.72660442187943e+03 1.14957909114913e+03 1.95015342825169e+03 1.39440719937786e-01 1.82256720345782e-01 1.21347143720888e-01 2.05854081861639e-01 2.04554093544044e+02 1.48687368173621e+00 2.15922985891930e-02 4.18423771856254e+04 -1.41625097892835e+01 4.79362543484877e-03 2.21079334543978e+00 -1.49496465626455e-03 4.66227358364867e-04
56 1.54497097451400e+03 -7.68128686065500e-01 1.70091252339200e-01 3.04114628041519e+00 -1.51199714107453e-03 3.34810419040550e-04 1.46024550682759e+03 -1.37374154243815e+00 1.74213360542787e-01 2.87437127611971e+00 -2.70409544965840e-03 3.42924444635594e-04 1.34107749262819e+03 1.74867032240713e+03 1.16860991953639e+03 1.97306476614233e+03 1.47643906563874e-01 1.92517225225014e-01 1.28656348882207e-01 2.17221593515741e-01 2.05539881025244e+02 1.52668322763184e+00 2.26286036087063e-02 4.22466426918715e+04 -2.10041862772172e+01 1.04428615638356e-02 2.33076167753236e+00 -2.31242425080611e-03 5.12053701279954e-04
57 1.56636932336500e+03 -1.03432753251800e+00 1.79617624379600e-01 2.97694758565753e+00 -1.96578086966982e-03 3.41370483488326e-04 1.59908738035808e+03 5.87851170155150e-01 1.74707989249011e-01 3.03912956236001e+00 1.11723467487210e-03 3.32039525437469e-04 1.36144749848905e+03 1.77109762030361e+03 1.18789081366786e+03 1.99638608043925e+03 1.56118969995411e-01 2.03094086661431e-01 1.36216997352196e-01 2.28928209818777e-01 2.06566669190610e+02 1.56710025818507e+00 2.36872708387295e-02 4.26697888205031e+04 -2.81763289956176e+01 1.86057990352135e-02 2.45580321920372e+00 -3.23101659515298e-03 5.61086799787323e-04
58 1.58804603113600e+03 -1.31459519145000e+00 1.89436878183000e-01 2.91583503505511e+00 -2.41374786435055e-03 3.47827881249969e-04 1.60408303558320e+03 7.90249290584668e-01 1.43972968093615e-01 2.94528081843145e+00 1.45098852472551e-03 2.64350916936540e-04 1.38206220509009e+03 1.79383688169334e+03 1.20739126839540e+03 2.02006019508777e+03 1.64865214517550e-01 2.13985521940083e-01 1.44028843084995e-01 2.40971539613008e-01 2.07627633365283e+02 1.60810618315349e+00 2.47677522679286e-02 4.31092341368684e+04 -3.56861141253443e+01 2.95412054253583e-02 2.58600549629650e+00 -4.25697109645592e-03 6.13441552405483e-04
59 1.60991383575000e+03 -1.60884613289600e+00 1.99548516827300e-01 2.85745394311004e+00 -2.85555886545900e-03 3.54180878248240e-04 1.73383407704547e+03 -3.33663793399310e+00 2.49626680938673e-01 3.07740135536140e+00 -5.92223571814788e-03 4.43065167783581e-04 1.40284658102897e+03 1.81678862685130e+03 1.22704638221700e+03 2.04397392489941e+03 1.73882569591166e-01 2.25190608234006e-01 1.52092168048010e-01 2.53350183152715e-01 2.08710428586260e+02 1.64966078515421e+00 2.58696183273535e-02 4.35600430006601e+04 -4.35311537637337e+01 4.35022836862927e-02 2.72138070607560e+00 -5.39567831298713e-03 6.69237152402945e-04
60 1.63195232897700e+03 -1.91657881246700e+00 2.09944614849200e-01 2.80160079110541e+00 -3.29022399850939e-03 3.60415551732779e-04 1.53132633602256e+03 -3.62322951001923e+00 2.44622081112741e-01 2.62885440846833e+00 -6.22006077100883e-03 4.19946957885046e-04 1.42378349469196e+03 1.83992917526329e+03 1.24684160504835e+03 2.06809976696417e+03 1.83164466335318e-01 2.36700064819051e-01 1.60401548441016e-01 2.66053365245776e-01 2.09811737889603e+02 1.69172237895845e+00 2.69915019697213e-02 4.40209653562554e+04 -5.16985992838594e+01 6.07152784197920e-02 2.86192460746883e+00 -6.65083306795903e-03 7.28541178581470e-04
61 1.65416866368500e+03 -2.23732125015400e+00 2.20618114975100e-01 2.74813544242794e+00 -3.71694976372509e-03 3.66521549050557e-04 1.35429694893950e+03 2.14807387537880e-01 2.64137396062284e-01 2.24994677184949e+00 3.56867959082929e-04 4.38821841886626e-04 1.44487976582645e+03 1.86326601378734e+03 1.26678329033744e+03 2.09244536529511e+03 1.92705047133572e-01 2.48505635902441e-01 1.68952143594361e-01 2.79071513270850e-01 2.10931883888931e+02 1.73426767846393e+00 2.81321945176108e-02 4.44922596409336e+04 -6.01773447577446e+01 8.13919735998481e-02 3.00768438056468e+00 -8.02591214313349e-03 7.91420368376690e-04
62 1.67656881603500e+03 -2.57107636174200e+00 2.31565433177300e-01 2.69692589641234e+00 -4.13582929332670e-03 3.72495782742009e-04 1.64107231761833e+03 -3.73470525412560e+00 2.17890394900254e-01 2.63982628624645e+00 -6.00764085493302e-03 3.50498138200930e-04 1.46614118183253e+03 1.88680530829598e+03 1.28687689088511e+03 2.11701689522047e+03 2.02501450953291e-01 2.60603015133061e-01 1.77741707846155e-01 2.92399530336461e-01 2.12071044507297e+02 1.77729191253346e+00 2.92909678481516e-02 4.49741279184160e+04 -6.89693832278618e+01 1.05766938526536e-01 3.15876654235685e+00 -9.52595858301924e-03 8.57960797481449e-04
63 1.69917146642000e+03 -2.91798062746700e+00 2.42784596559000e-01 2.64786934330083e+00 -4.54717584452761e-03 3.78338444917915e-04 1.65692991702921e+03 -4.59766893190616e+00 2.30576830458196e-01 2.58204308276395e+00 -7.16468399807263e-03 3.59314720563237e-04 1.48758464501014e+03 1.91056751674230e+03 1.30713762759238e+03 2.14183657138526e+03 2.12552202660916e-01 2.72989732300715e-01 1.86769191828967e-01 3.06034404505794e-01 2.13231000106069e+02 1.82080554532081e+00 3.04673209018141e-02 4.54674594062345e+04 -7.80810932560355e+01 1.34088361295633e-01 3.31533283387100e+00 -1.11565472347489e-02 9.28257642934116e-04
64 1.72198043689000e+03 -3.27816307873000e+00 2.54272889420100e-01 2.60084667796104e+00 -4.95127550259974e-03 3.84048962215979e-04 1.69068241739838e+03 -1.68726498714500e+00 3.03333042169533e-01 2.55357474137124e+00 -2.54841311936251e-03 4.58148488880215e-04 1.50921407767375e+03 1.93455636205459e+03 1.32756934727556e+03 2.16690782531444e+03 2.22855159131003e-01 2.85662499635633e-01 1.96032943583828e-01 3.19972226191398e-01 2.14411638619941e+02 1.86480934949147e+00 3.16606772697461e-02 4.59723507756880e+04 -8.75183362869481e+01 1.66610126678272e-01 3.47751390995081e+00 -1.29232247754879e-02 1.00239848517901e-03
65 1.74502183284800e+03 -3.65181215492200e+00 2.66029824656800e-01 2.55577984635388e+00 -5.34848775673327e-03 3.89630462833372e-04 1.57535497338654e+03 -4.12136393811205e+00 2.41870503827290e-01 2.30728373481926e+00 -6.03619891409917e-03 3.54246432607867e-04 1.53105293758174e+03 1.95880059592833e+03 1.34819309248985e+03 2.19226212554968e+03 2.33410113763675e-01 2.98620549762394e-01 2.05532999786729e-01 3.34211926683972e-01 2.15615617737818e+02 1.90932541588332e+00 3.28707549099506e-02 4.64900946124610e+04 -9.72899532793678e+01 2.03598962058566e-01 3.64552354373799e+00 -1.48319228588316e-02 1.08048652835004e-03
66 1.76833343669600e+03 -4.03914018566600e+00 2.78048307094000e-01 2.51261118671250e+00 -5.73918278340462e-03 3.95076670696332e-04 1.71081269739229e+03 -4.75366552457142e+00 3.03086750807921e-01 2.43088041691350e+00 -6.75444626396049e-03 4.30653600062671e-04 1.55313500618706e+03 1.98334199918787e+03 1.36903907041575e+03 2.21794544422883e+03 2.44211046512594e-01 3.11855713305398e-01 2.15264264066552e-01 3.48744169621611e-01 2.16846959072993e+02 1.95436040705916e+00 3.40964710713056e-02 4.70226036592043e+04 -1.07406716478431e+02 2.45333134428000e-01 3.81952460068045e+00 -1.68883622667635e-02 1.16256933951638e-03
67 1.79189574710800e+03 -4.43961571095900e+00 2.90321550932800e-01 2.47120566949661e+00 -6.12267958837165e-03 4.00382814569482e-04 1.71014726101979e+03 -1.21865478756557e+00 2.99235730042057e-01 2.35846622992822e+00 -1.68064834410801e-03 4.12676370145613e-04 1.57544380716829e+03 2.00815804918376e+03 1.39009324094934e+03 2.24393179106390e+03 2.55252176496741e-01 3.25360200390093e-01 2.25221822366036e-01 3.63560078101922e-01 2.18102604753028e+02 1.99988173737622e+00 3.53368138612843e-02 4.75687462000554e+04 -1.17856718685352e+02 2.92002780162874e-01 3.99952696349094e+00 -1.90950536111295e-02 1.24869041386706e-03
68 1.81567122631000e+03 -4.85251574234400e+00 3.02839876612400e-01 2.43141491300506e+00 -6.49813632036519e-03 4.05541147305863e-04 1.69846948296687e+03 -4.24186561159858e+00 2.74692196970873e-01 2.27446685849751e+00 -5.68039805750779e-03 3.67847820972777e-04 1.59794688958475e+03 2.03320612666372e+03 1.41132737411064e+03 2.27017285444110e+03 2.66525146107256e-01 3.39123010600207e-01 2.35398458510570e-01 3.78647222672009e-01 2.19377420407553e+02 2.04583350703255e+00 3.65904520405871e-02 4.81264525846724e+04 -1.28621506694749e+02 3.43750496783888e-01 4.18543473849709e+00 -2.14530696156377e-02 1.33886118053451e-03
69 1.83961490639800e+03 -5.27714699289400e+00 3.15595833433700e-01 2.39309344735993e+00 -6.86486386119638e-03 4.10548054583379e-04 1.87627557474488e+03 -5.15554651918750e-01 2.41491368314295e-01 2.44078408353146e+00 -6.70667787574322e-04 3.14148036688007e-04 1.62060509951780e+03 2.05843545555954e+03 1.43270718391068e+03 2.29661140047700e+03 2.78023522896248e-01 3.53135675791400e-01 2.45788624673666e-01 3.93996040413724e-01 2.20665540197866e+02 2.09216262756735e+00 3.78563604951440e-02 4.86932806308161e+04 -1.39682277286060e+02 4.00694681792952e-01 4.37714446018953e+00 -2.39632460917198e-02 1.43310402993830e-03
70 1.86369667439400e+03 -5.71300930268800e+00 3.28582713961200e-01 2.35612707476697e+00 -7.22251430793351e-03 4.15401625866037e-04 1.57790196403057e+03 -5.57765782828269e+00 3.10111289174020e-01 1.99481900132126e+00 -7.05139994268431e-03 3.92049636967550e-04 1.64339220814936e+03 2.08381204272720e+03 1.45420967638173e+03 2.32320910163821e+03 2.89741501004710e-01 3.67390587637859e-01 2.56387302021408e-01 4.09597957759871e-01 2.21963043826633e+02 2.13882878164703e+00 3.91336317447467e-02 4.92675928247838e+04 -1.51025765080874e+02 4.62957096348931e-01 4.57458855720172e+00 -2.66268950576284e-02 1.53144113353344e-03
71 1.88789431394600e+03 -6.15991840393900e+00 3.41796279709800e-01 2.32042054281952e+00 -7.57118716922039e-03 4.20103552957993e-04 2.06344622087704e+03 -8.28841280511095e+00 4.29032800257254e-01 2.53619228817877e+00 -1.01873305080032e-02 5.27326405883116e-04 1.66628884093470e+03 2.10931083299451e+03 1.47581783276732e+03 2.34993771865872e+03 3.01675428834267e-01 3.81882921169561e-01 2.67191357610964e-01 4.25447528420417e-01 2.23267062030715e+02 2.18580904311734e+00 4.04216754190713e-02 4.98481809878271e+04 -1.62647201806542e+02 5.30693632771838e-01 4.77776117297353e+00 -2.94466740389130e-02 1.63391184368475e-03
72 1.91232119737100e+03 -6.61878277208500e+00 3.55232509710500e-01 2.28604803080851e+00 -7.91229807172333e-03 4.24655952367874e-04 1.78350754519646e+03 -8.38659625005973e+00 4.53954937796237e-01 2.13206019848217e+00 -1.00255970958186e-02 5.42671802755506e-04 1.68939532223382e+03 2.13505823607384e+03 1.49762067663085e+03 2.37693773195774e+03 3.13821831309163e-01 3.96608109883039e-01 2.78197800811545e-01 4.41539610139625e-01 2.24590734660564e+02 2.23317763967315e+00 4.17199424661918e-02 5.04409980953718e+04 -1.74582601322098e+02 6.04252212193782e-01 4.98708237033612e+00 -3.24304388325017e-02 1.74055359938235e-03
73 1.93709116534700e+03 -7.09056678599900e+00 3.68886137918600e-01 2.25307344479372e+00 -8.24719456670946e-03 4.29059600479891e-04 2.15550053420148e+03 -9.12912474601562e+00 3.72711661139677e-01 2.50711019735515e+00 -1.06182862775962e-02 4.33509150886212e-04 1.71281274100551e+03 2.16118083431344e+03 1.51970821614240e+03 2.40434943610846e+03 3.26176118248989e-01 4.11560212330415e-01 2.89402638680412e-01 4.57867545709411e-01 2.25946901921590e+02 2.28101036231278e+00 4.30277529088815e-02 5.10520024879646e+04 -1.86871758890633e+02 6.84029079547105e-01 5.20300827297828e+00 -3.55865550658649e-02 1.85138752038776e-03
74 1.96221406006100e+03 -7.57516513913900e+00 3.82745956335100e-01 2.22143325256153e+00 -8.57588582012562e-03 4.33308787248126e-04 2.15955414121373e+03 -9.48598296586548e+00 3.75836535299678e-01 2.44484303605999e+00 -1.07391331162670e-02 4.25486593963282e-04 1.73655048244574e+03 2.18768892736851e+03 1.54208931796798e+03 2.43218348780000e+03 3.38728423496879e-01 4.26726679679046e-01 3.00797177419800e-01 4.74417350261729e-01 2.27336017085819e+02 2.32928917900848e+00 4.43437558826888e-02 5.16816646644439e+04 -1.99518060983926e+02 7.70243313895662e-01 5.42558807944600e+00 -3.89176352426318e-02 1.96636868578349e-03
75 1.98769229383300e+03 -8.07213824799700e+00 3.96800014929800e-01 2.19105947645712e+00 -8.89802463812932e-03 4.37397898893958e-04 1.98577135154893e+03 -7.48999903961009e+00 4.66493000844253e-01 2.18894199639832e+00 -8.25632489762585e-03 5.14221398036267e-04 1.76061135211482e+03 2.21458453547689e+03 1.56476700652871e+03 2.46044134851648e+03 3.51468189001003e-01 4.42094170947349e-01 3.12372077649368e-01 4.91174195751681e-01 2.28757677248597e+02 2.37798365776131e+00 4.56665501140068e-02 5.23300749001734e+04 -2.12515589275474e+02 8.63038621122862e-01 5.65480627657986e+00 -4.24241665870281e-02 2.08543379931509e-03
